+00037	+21434	+21327	+21344	+21351	+21336	+21290	+21350	+21359	+00024	
+00038	+21434	+21327	+21345	+21352	+21336	+21290	+21351	+21357	+00024	
+00039	+21434	+21327	+21345	+21350	+21337	+21289	+21352	+21356	+00024	
+00040	+21435	+21326	+21344	+21353	+21337	+21290	+21352	+21359	+00024	
+00041	+21436	+21327	+21344	+21351	+21335	+21290	+21353	+21358	+00024	
+00042	+21435	+21328	+21345	+21353	+21337	+21290	+21353	+21359	+00024	
+00043	+21433	+21328	+21343	+21351	+21336	+21289	+21350	+21357	+00025	
+00044	+21437	+21327	+21346	+21353	+21337	+21289	+21353	+21358	+00024	
+00045	+21434	+21328	+21344	+21351	+21336	+21290	+21351	+21357	+00024	
+00046	+21436	+21326	+21344	+21351	+21337	+21290	+21352	+21359	+00025	
+00047	+21435	+21327	+21344	+21352	+21336	+21288	+21351	+21356	+00024	
+00048	+21435	+21328	+21343	+21352	+21335	+21290	+21352	+21357	+00024	
+00049	+21435	+21327	+21345	+21351	+21338	+21289	+21351	+21356	+00024	
+00050	+21432	+21327	+21344	+21352	+21336	+21289	+21351	+21358	+00024	
+00051	+21437	+21326	+21343	+21353	+21337	+21290	+21351	+21358	+00024	
+00052	+21434	+21328	+21342	+21349	+21336	+21289	+21352	+21356	+00024	
+00053	+21435	+21326	+21344	+21353	+21337	+21289	+21353	+21358	+00024	
+00054	+21434	+21328	+21344	+21351	+21336	+21289	+21353	+21357	+00024	
+00055	+21435	+21327	+21344	+21354	+21339	+21290	+21353	+21357	+00024	
+00056	+21433	+21329	+21343	+21352	+21337	+21288	+21350	+21357	+00024	
+00057	+21434	+21328	+21343	+21353	+21337	+21290	+21351	+21358	+00024	
+00058	+21436	+21328	+21345	+21352	+21337	+21290	+21353	+21357	+00024	
+00059	+21433	+21326	+21344	+21351	+21337	+21289	+21352	+21357	+00024	
+00060	+21434	+21326	+21345	+21353	+21334	+21289	+21353	+21359	+00024	
+00061	+21435	+21328	+21343	+21350	+21336	+21287	+21351	+21357	+00025	
+00062	+21435	+21327	+21345	+21353	+21337	+21291	+21353	+21358	+00025	
+00063	+21434	+21327	+21343	+21351	+21337	+21290	+21351	+21358	+00025	
+00064	+21437	+21327	+21345	+21353	+21339	+21291	+21353	+21358	+00024	
+00065	+21434	+21325	+21344	+21351	+21335	+21289	+21350	+21358	+00024	
+00066	+21437	+21328	+21344	+21352	+21338	+21290	+21351	+21358	+00024	
+00067	+21434	+21327	+21345	+21351	+21335	+21290	+21353	+21359	+00024	
+00068	+21434	+21327	+21344	+21351	+21337	+21289	+21352	+21357	+00024	
+00069	+21434	+21328	+21344	+21351	+21336	+21289	+21351	+21356	+00024	
+00070	+21436	+21327	+21344	+21353	+21336	+21289	+21349	+21358	+00024	
+00071	+21436	+21327	+21345	+21353	+21336	+21291	+21351	+21358	+00024	
+00072	+21434	+21326	+21343	+21351	+21336	+21291	+21350	+21358	+00024	
+00073	+21435	+21329	+21346	+21354	+21338	+21290	+21352	+21358	+00024	
+00074	+21435	+21328	+21344	+21351	+21336	+21288	+21351	+21356	+00024	
+00075	+21436	+21328	+21345	+21352	+21337	+21290	+21352	+21358	+00024	
+00076	+21434	+21325	+21344	+21351	+21337	+21288	+21352	+21358	+00025	
+00077	+21435	+21328	+21345	+21354	+21338	+21289	+21351	+21357	+00024	
+00078	+21435	+21329	+21345	+21352	+21335	+21289	+21352	+21358	+00025	
+00079	+21435	+21327	+21345	+21352	+21337	+21289	+21352	+21358	+00024	
+00080	+21434	+21326	+21345	+21353	+21337	+21290	+21353	+21357	+00024	
+00081	+21434	+21328	+21344	+21352	+21336	+21289	+21350	+21356	+00024	
+00082	+21434	+21329	+21344	+21354	+21338	+21292	+21352	+21357	+00024	
+00083	+21434	+21326	+21344	+21352	+21337	+21288	+21351	+21356	+00024	
+00084	+21436	+21330	+21345	+21353	+21338	+21290	+21352	+21360	+00024	
+00085	+21432	+21327	+21344	+21351	+21337	+21287	+21350	+21357	+00024	
+00086	+21435	+21330	+21344	+21353	+21337	+21289	+21352	+21358	+00024	
+00087	+21435	+21328	+21344	+21352	+21336	+21288	+21351	+21358	+00024	
+00088	+21434	+21326	+21342	+21353	+21335	+21289	+21351	+21357	+00025	
+00089	+21436	+21327	+21344	+21351	+21335	+21291	+21351	+21358	+00024	
+00090	+21435	+21328	+21344	+21352	+21338	+21290	+21351	+21357	+00024	
+00091	+21438	+21327	+21345	+21351	+21337	+21290	+21351	+21357	+00024	
+00092	+21434	+21327	+21343	+21351	+21336	+21289	+21350	+21356	+00025	
+00093	+21436	+21327	+21344	+21354	+21337	+21290	+21353	+21359	+00025	
+00094	+21434	+21328	+21343	+21350	+21336	+21289	+21351	+21357	+00025	
+00095	+21437	+21326	+21344	+21354	+21338	+21291	+21351	+21359	+00025	
+00096	+21434	+21326	+21345	+21352	+21336	+21290	+21350	+21358	+00024	
+00097	+21435	+21326	+21345	+21352	+21338	+21289	+21352	+21357	+00024	
+00098	+21433	+21328	+21344	+21353	+21337	+21290	+21352	+21357	+00024	
+00099	+21434	+21327	+21343	+21351	+21337	+21289	+21350	+21359	+00024	
+00100	+21435	+21327	+21344	+21353	+21336	+21290	+21353	+21359	+00025	
+00101	+21435	+21328	+21343	+21351	+21335	+21289	+21352	+21357	+00025	
+00102	+21436	+21328	+21344	+21353	+21338	+21290	+21353	+21360	+00024	
+00103	+21435	+21327	+21343	+21350	+21335	+21291	+21351	+21357	+00024	
+00104	+21436	+21328	+21344	+21354	+21337	+21290	+21351	+21359	+00024	
+00105	+21435	+21328	+21343	+21351	+21336	+21288	+21351	+21356	+00024	
+00106	+21435	+21327	+21344	+21352	+21337	+21291	+21350	+21358	+00024	
+00107	+21435	+21326	+21344	+21352	+21336	+21289	+21351	+21359	+00024	
+00108	+21434	+21328	+21344	+21353	+21336	+21288	+21353	+21357	+00024	
+00109	+21435	+21326	+21344	+21352	+21336	+21290	+21351	+21358	+00024	
+00110	+21434	+21325	+21342	+21351	+21338	+21288	+21350	+21358	+00024	
+00111	+21436	+21327	+21345	+21351	+21337	+21290	+21353	+21360	+00025	
+00112	+21433	+21327	+21344	+21352	+21336	+21288	+21351	+21358	+00024	
+00113	+21435	+21327	+21344	+21352	+21338	+21290	+21354	+21359	+00024	
+00114	+21433	+21325	+21343	+21352	+21336	+21287	+21350	+21357	+00024	
+00115	+21437	+21329	+21346	+21352	+21336	+21289	+21352	+21358	+00024	
+00116	+21435	+21327	+21343	+21351	+21336	+21289	+21350	+21357	+00024	
+00117	+21436	+21328	+21344	+21352	+21337	+21290	+21352	+21359	+00024	
+00118	+21436	+21327	+21343	+21352	+21336	+21291	+21351	+21358	+00024	
+00119	+21434	+21327	+21343	+21351	+21336	+21289	+21351	+21358	+00024	
+00120	+21438	+21328	+21345	+21352	+21337	+21289	+21351	+21359	+00024	
+00121	+21435	+21328	+21344	+21350	+21337	+21290	+21351	+21356	+00024	
+00122	+21436	+21328	+21344	+21353	+21337	+21290	+21351	+21356	+00024	
+00123	+21436	+21327	+21343	+21353	+21336	+21288	+21351	+21357	+00024	
+00124	+21437	+21327	+21345	+21353	+21338	+21290	+21352	+21359	+00025	
+00125	+21433	+21329	+21344	+21352	+21336	+21288	+21350	+21357	+00024	
+00126	+21435	+21327	+21343	+21352	+21337	+21290	+21352	+21358	+00024	
+00127	+21433	+21327	+21343	+21353	+21336	+21289	+21350	+21356	+00024	
+00128	+21435	+21330	+21346	+21351	+21338	+21290	+21352	+21359	+00024	
+00129	+21436	+21327	+21343	+21351	+21336	+21289	+21351	+21357	+00024	
+00130	+21435	+21326	+21343	+21353	+21336	+21288	+21350	+21357	+00024	
+00131	+21436	+21328	+21346	+21352	+21335	+21289	+21351	+21358	+00024	
+00132	+21434	+21326	+21343	+21350	+21337	+21288	+21350	+21356	+00025	
+00133	+21436	+21328	+21344	+21353	+21336	+21291	+21353	+21358	+00024	
+00134	+21435	+21326	+21345	+21351	+21337	+21289	+21352	+21357	+00024	
+00135	+21435	+21328	+21345	+21353	+21337	+21290	+21351	+21358	+00024	
+00136	+21435	+21326	+21344	+21352	+21337	+21290	+21352	+21356	+00024	
+00137	+21436	+21326	+21342	+21352	+21337	+21289	+21352	+21358	+00024	
+00138	+21436	+21327	+21343	+21353	+21336	+21289	+21351	+21358	+00024	
+00139	+21436	+21329	+21344	+21350	+21337	+21289	+21349	+21358	+00024	
+00140	+21434	+21326	+21347	+21352	+21336	+21289	+21352	+21358	+00024	
+00141	+21434	+21327	+21343	+21350	+21336	+21290	+21352	+21357	+00024	
+00142	+21435	+21326	+21346	+21352	+21339	+21290	+21352	+21358	+00024	
+00143	+21435	+21326	+21345	+21352	+21336	+21290	+21351	+21358	+00024	
+00144	+21436	+21328	+21345	+21352	+21337	+21290	+21353	+21357	+00024	
+00145	+21433	+21325	+21344	+21351	+21336	+21288	+21350	+21358	+00025	
+00146	+21436	+21327	+21345	+21352	+21337	+21290	+21352	+21359	+00024	
+00147	+21435	+21325	+21345	+21351	+21337	+21288	+21352	+21357	+00024	
+00148	+21434	+21328	+21345	+21351	+21338	+21290	+21351	+21358	+00025	
+00149	+21435	+21328	+21347	+21353	+21336	+21289	+21353	+21356	+00024	
+00150	+21434	+21325	+21344	+21353	+21337	+21290	+21351	+21357	+00025	
+00151	+21435	+21327	+21344	+21351	+21337	+21290	+21352	+21357	+00024	
+00152	+21435	+21328	+21343	+21351	+21337	+21290	+21351	+21358	+00025	
+00153	+21435	+21329	+21343	+21351	+21337	+21290	+21353	+21357	+00024	
+00154	+21434	+21328	+21345	+21350	+21337	+21289	+21349	+21357	+00024	
+00155	+21434	+21329	+21345	+21354	+21337	+21292	+21353	+21358	+00025	
+00156	+21434	+21327	+21344	+21351	+21335	+21291	+21352	+21357	+00025	
+00157	+21436	+21328	+21344	+21353	+21336	+21289	+21352	+21358	+00025	
+00158	+21436	+21328	+21342	+21351	+21335	+21290	+21351	+21358	+00025	
+00159	+21436	+21328	+21344	+21351	+21337	+21290	+21351	+21358	+00024	
+00160	+21435	+21327	+21343	+21353	+21336	+21290	+21351	+21359	+00025	
+00161	+21433	+21327	+21343	+21352	+21336	+21290	+21351	+21357	+00024	
+00162	+21438	+21327	+21344	+21353	+21338	+21289	+21352	+21357	+00025	
+00163	+21434	+21326	+21344	+21351	+21338	+21288	+21351	+21358	+00024	
+00164	+21436	+21326	+21345	+21352	+21336	+21289	+21352	+21359	+00025	
+00165	+21434	+21328	+21343	+21351	+21335	+21288	+21350	+21357	+00025	
+00166	+21434	+21327	+21344	+21353	+21336	+21288	+21352	+21358	+00025	
+00167	+21435	+21326	+21343	+21352	+21336	+21289	+21351	+21357	+00024	
+00168	+21434	+21326	+21345	+21350	+21336	+21290	+21354	+21358	+00024	
+00169	+21434	+21326	+21344	+21351	+21335	+21289	+21352	+21357	+00025	
+00170	+21435	+21328	+21342	+21350	+21338	+21291	+21350	+21358	+00025	
+00171	+21434	+21328	+21344	+21352	+21338	+21290	+21351	+21357	+00024	
+00172	+21434	+21327	+21343	+21351	+21337	+21289	+21350	+21358	+00025	
+00173	+21435	+21329	+21345	+21354	+21337	+21291	+21352	+21358	+00024	
+00174	+21433	+21328	+21344	+21351	+21335	+21290	+21352	+21356	+00024	
+00175	+21436	+21326	+21346	+21354	+21338	+21292	+21354	+21358	+00024	
+00176	+21433	+21326	+21342	+21351	+21337	+21289	+21350	+21357	+00024	
+00177	+21437	+21329	+21344	+21351	+21336	+21289	+21352	+21356	+00024	
+00178	+21435	+21327	+21344	+21353	+21336	+21291	+21352	+21359	+00025	
+00179	+21435	+21330	+21344	+21352	+21337	+21290	+21352	+21358	+00024	
+00180	+21435	+21327	+21344	+21353	+21337	+21290	+21350	+21358	+00025	
+00181	+21435	+21326	+21344	+21350	+21336	+21290	+21352	+21356	+00025	
+00182	+21435	+21329	+21343	+21353	+21338	+21290	+21350	+21358	+00028	
+00183	+21435	+21326	+21343	+21352	+21336	+21290	+21350	+21358	+00025	
+00184	+21436	+21328	+21345	+21353	+21338	+21291	+21352	+21358	+00025	
+00185	+21432	+21326	+21344	+21352	+21336	+21289	+21351	+21357	+00025	
+00186	+21437	+21328	+21345	+21352	+21338	+21290	+21353	+21358	+00024	
+00187	+21434	+21327	+21345	+21352	+21337	+21287	+21351	+21357	+00025	
+00188	+21435	+21328	+21344	+21351	+21338	+21288	+21352	+21359	+00025	
+00189	+21436	+21328	+21343	+21351	+21337	+21290	+21351	+21358	+00025	
+00190	+21435	+21327	+21343	+21352	+21335	+21289	+21351	+21357	+00024	
+00191	+21437	+21327	+21345	+21352	+21338	+21290	+21352	+21358	+00025	
+00192	+21436	+21326	+21345	+21350	+21337	+21289	+21350	+21357	+00024	
+00193	+21436	+21328	+21347	+21352	+21336	+21289	+21351	+21357	+00024	
+00194	+21435	+21328	+21345	+21353	+21337	+21289	+21349	+21356	+00025	
+00195	+21435	+21329	+21345	+21352	+21337	+21291	+21353	+21359	+00024	
+00196	+21434	+21326	+21344	+21352	+21337	+21292	+21350	+21357	+00025	
+00197	+21434	+21327	+21344	+21351	+21339	+21289	+21353	+21359	+00025	
+00198	+21435	+21327	+21345	+21351	+21337	+21290	+21351	+21357	+00025	
+00199	+21437	+21329	+21344	+21353	+21338	+21290	+21351	+21357	+00025	
+00200	+21435	+21328	+21345	+21353	+21337	+21290	+21352	+21357	+00025	
+00201	+21434	+21328	+21344	+21351	+21336	+21290	+21351	+21358	+00025	
+00202	+21435	+21328	+21346	+21352	+21338	+21290	+21351	+21359	+00025	
+00203	+21433	+21326	+21342	+21351	+21338	+21287	+21351	+21357	+00025	
+00204	+21435	+21328	+21344	+21351	+21336	+21290	+21353	+21358	+00025	
+00205	+21435	+21327	+21345	+21351	+21337	+21290	+21352	+21358	+00024	
+00206	+21436	+21328	+21344	+21353	+21338	+21289	+21350	+21358	+00025	
+00207	+21434	+21327	+21344	+21351	+21336	+21288	+21350	+21356	+00024	
+00208	+21434	+21327	+21345	+21352	+21337	+21289	+21351	+21356	+00025	
+00209	+21436	+21327	+21345	+21352	+21335	+21291	+21351	+21357	+00025	
+00210	+21435	+21328	+21343	+21350	+21336	+21290	+21352	+21360	+00024	
+00211	+21436	+21328	+21346	+21353	+21337	+21290	+21352	+21358	+00024	
+00212	+21434	+21327	+21343	+21352	+21337	+21288	+21350	+21357	+00024	
+00213	+21436	+21327	+21345	+21353	+21339	+21291	+21352	+21360	+00024	
+00214	+21435	+21326	+21342	+21351	+21336	+21290	+21351	+21356	+00024	
+00215	+21436	+21329	+21346	+21352	+21338	+21290	+21351	+21358	+00024	
+00216	+21436	+21326	+21345	+21352	+21335	+21289	+21351	+21357	+00024	
+00217	+21436	+21330	+21344	+21351	+21338	+21290	+21352	+21358	+00024	
+00218	+21435	+21326	+21344	+21351	+21336	+21289	+21351	+21357	+00024	
+00219	+21435	+21328	+21345	+21352	+21337	+21290	+21352	+21359	+00025	
+00220	+21434	+21329	+21345	+21353	+21337	+21290	+21352	+21358	+00024	
+00221	+21435	+21326	+21344	+21351	+21336	+21288	+21350	+21357	+00024	
+00222	+21435	+21327	+21346	+21352	+21337	+21289	+21353	+21360	+00024	
+00223	+21434	+21326	+21344	+21350	+21337	+21289	+21351	+21357	+00025	
+00224	+21436	+21329	+21345	+21352	+21337	+21289	+21353	+21358	+00025	
+00225	+21435	+21328	+21345	+21351	+21336	+21290	+21352	+21355	+00024	
+00226	+21436	+21327	+21345	+21352	+21337	+21290	+21352	+21358	+00024	
+00227	+21434	+21326	+21344	+21352	+21335	+21288	+21352	+21356	+00025	
+00228	+21436	+21328	+21344	+21352	+21336	+21288	+21352	+21359	+00024	
+00229	+21436	+21326	+21344	+21350	+21335	+21290	+21349	+21360	+00024	
+00230	+21435	+21328	+21344	+21351	+21338	+21290	+21353	+21358	+00024	
+00231	+21436	+21327	+21344	+21353	+21336	+21292	+21352	+21358	+00024	
+00232	+21434	+21327	+21344	+21352	+21338	+21289	+21351	+21357	+00024	
+00233	+21435	+21328	+21347	+21353	+21337	+21291	+21351	+21359	+00024	
+00234	+21436	+21327	+21343	+21353	+21335	+21289	+21350	+21358	+00024	
+00235	+21435	+21327	+21346	+21353	+21337	+21291	+21352	+21359	+00024	
+00236	+21435	+21325	+21343	+21351	+21335	+21289	+21351	+21357	+00025	
+00237	+21437	+21329	+21345	+21351	+21337	+21289	+21351	+21360	+00024	
+00238	+21435	+21327	+21345	+21351	+21337	+21288	+21351	+21357	+00024	
+00239	+21436	+21327	+21343	+21352	+21337	+21290	+21351	+21357	+00025	
+00240	+21435	+21327	+21345	+21353	+21336	+21290	+21351	+21357	+00024	
+00241	+21434	+21328	+21344	+21352	+21338	+21289	+21350	+21358	+00025	
+00242	+21435	+21327	+21345	+21354	+21338	+21290	+21352	+21358	+00024	
+00243	+21433	+21326	+21342	+21351	+21336	+21289	+21351	+21356	+00025	
+00244	+21436	+21328	+21345	+21351	+21338	+21290	+21353	+21358	+00024	
+00245	+21433	+21327	+21344	+21351	+21336	+21291	+21350	+21357	+00024	
+00246	+21434	+21328	+21345	+21352	+21339	+21291	+21351	+21358	+00024	
+00247	+21433	+21327	+21344	+21353	+21337	+21289	+21351	+21357	+00024	
+00248	+21436	+21328	+21344	+21351	+21337	+21290	+21351	+21359	+00024	
+00249	+21435	+21326	+21344	+21352	+21335	+21288	+21352	+21358	+00024	
+00250	+21436	+21329	+21344	+21351	+21336	+21288	+21352	+21356	+00024	
+00251	+21436	+21326	+21344	+21354	+21339	+21290	+21352	+21358	+00024	
+00252	+21434	+21327	+21345	+21353	+21336	+21288	+21350	+21356	+00024	
+00253	+21436	+21327	+21344	+21353	+21338	+21291	+21352	+21359	+00024	
+00254	+21435	+21326	+21344	+21352	+21336	+21288	+21351	+21355	+00024	
+00255	+21436	+21329	+21346	+21352	+21336	+21291	+21353	+21361	+00024	
+00256	+21435	+21325	+21344	+21350	+21336	+21289	+21351	+21356	+00024	
+00257	+21435	+21328	+21344	+21353	+21338	+21291	+21352	+21359	+00024	
+00258	+21434	+21327	+21343	+21351	+21336	+21290	+21351	+21358	+00024	
+00259	+21434	+21329	+21345	+21352	+21337	+21290	+21352	+21358	+00025	
+00260	+21437	+21327	+21345	+21352	+21338	+21289	+21351	+21357	+00024	
+00261	+21436	+21326	+21344	+21352	+21337	+21289	+21351	+21358	+00024	
+00262	+21435	+21329	+21346	+21352	+21336	+21289	+21352	+21358	+00024	
+00263	+21434	+21324	+21344	+21353	+21335	+21289	+21350	+21357	+00024	
+00264	+21436	+21328	+21346	+21353	+21337	+21289	+21352	+21358	+00024	
+00265	+21435	+21327	+21344	+21350	+21337	+21288	+21351	+21356	+00024	
+00266	+21436	+21329	+21345	+21350	+21337	+21289	+21353	+21358	+00024	
+00267	+21434	+21328	+21345	+21352	+21335	+21289	+21351	+21356	+00024	
+00268	+21435	+21327	+21346	+21352	+21338	+21289	+21352	+21358	+00025	
+00269	+21435	+21328	+21345	+21352	+21337	+21289	+21350	+21358	+00024	
+00270	+21434	+21328	+21344	+21352	+21339	+21288	+21352	+21358	+00025	
+00271	+21436	+21327	+21343	+21353	+21336	+21291	+21353	+21359	+00024	
+00272	+21434	+21326	+21343	+21351	+21336	+21288	+21351	+21357	+00025	
+00273	+21436	+21330	+21345	+21353	+21337	+21291	+21353	+21358	+00025	
+00274	+21434	+21326	+21342	+21352	+21336	+21288	+21350	+21357	+00025	
+00275	+21435	+21328	+21347	+21352	+21337	+21290	+21352	+21359	+00024	
+00276	+21435	+21327	+21345	+21351	+21335	+21290	+21352	+21358	+00024	
+00277	+21436	+21326	+21345	+21352	+21337	+21289	+21351	+21359	+00024	
+00278	+21435	+21326	+21345	+21350	+21335	+21290	+21352	+21358	+00024	
+00279	+21433	+21329	+21343	+21352	+21337	+21290	+21352	+21357	+00025	
+00280	+21435	+21327	+21346	+21353	+21337	+21291	+21354	+21356	+00024	
+00281	+21436	+21326	+21344	+21352	+21336	+21289	+21350	+21358	+00024	
+00282	+21437	+21328	+21345	+21353	+21338	+21290	+21353	+21358	+00025	
+00283	+21436	+21327	+21343	+21350	+21335	+21288	+21350	+21358	+00025	
+00284	+21436	+21329	+21344	+21352	+21335	+21290	+21351	+21358	+00024	
+00285	+21434	+21326	+21344	+21351	+21334	+21289	+21349	+21355	+00024	
+00286	+21437	+21328	+21344	+21352	+21338	+21291	+21351	+21359	+00024	
+00287	+21434	+21326	+21344	+21350	+21337	+21290	+21350	+21356	+00024	
+00288	+21433	+21327	+21344	+21353	+21337	+21289	+21352	+21358	+00024	
+00289	+21436	+21327	+21345	+21352	+21337	+21290	+21351	+21358	+00024	
+00290	+21433	+21327	+21345	+21352	+21337	+21291	+21351	+21355	+00024	
+00291	+21436	+21327	+21346	+21352	+21338	+21291	+21352	+21357	+00024	
+00292	+21435	+21326	+21344	+21350	+21337	+21288	+21350	+21358	+00025	
+00293	+21435	+21328	+21345	+21352	+21337	+21290	+21353	+21360	+00025	
+00294	+21434	+21325	+21344	+21351	+21336	+21290	+21351	+21357	+00025	
+00295	+21436	+21327	+21343	+21353	+21338	+21291	+21351	+21358	+00025	
+00296	+21433	+21326	+21345	+21352	+21336	+21289	+21351	+21356	+00024	
+00297	+21436	+21327	+21343	+21350	+21337	+21289	+21352	+21357	+00024	
+00298	+21434	+21326	+21344	+21351	+21337	+21290	+21351	+21357	+00025	
+00299	+21437	+21327	+21344	+21352	+21339	+21289	+21351	+21358	+00025	
+00300	+21435	+21328	+21345	+21352	+21337	+21290	+21352	+21357	+00024	
+00301	+21434	+21327	+21344	+21351	+21336	+21288	+21351	+21356	+00025	
+00302	+21435	+21327	+21345	+21352	+21336	+21290	+21354	+21357	+00025	
+00303	+21433	+21327	+21344	+21351	+21337	+21290	+21351	+21357	+00025	
+00304	+21436	+21328	+21344	+21352	+21336	+21291	+21353	+21359	+00025	
+00305	+21435	+21325	+21343	+21352	+21336	+21289	+21351	+21360	+00025	
+00306	+21435	+21326	+21344	+21352	+21337	+21290	+21352	+21357	+00025	
+00307	+21435	+21325	+21345	+21351	+21335	+21288	+21351	+21357	+00025	
+00308	+21434	+21328	+21345	+21352	+21336	+21291	+21352	+21357	+00025	
+00309	+21435	+21327	+21345	+21351	+21337	+21291	+21353	+21357	+00024	
+00310	+21435	+21326	+21344	+21351	+21337	+21291	+21351	+21358	+00025	
+00311	+21435	+21327	+21346	+21352	+21338	+21289	+21351	+21357	+00025	
+00312	+21435	+21327	+21345	+21351	+21336	+21290	+21350	+21358	+00024	
+00313	+21437	+21327	+21345	+21354	+21338	+21290	+21353	+21357	+00024	
+00314	+21434	+21328	+21343	+21351	+21336	+21289	+21351	+21359	+00025	
+00315	+21434	+21328	+21345	+21353	+21339	+21289	+21351	+21358	+00025	
+00316	+21436	+21325	+21343	+21353	+21337	+21288	+21350	+21358	+00025	
+00317	+21435	+21327	+21343	+21352	+21336	+21289	+21352	+21358	+00024	
+00318	+21433	+21328	+21344	+21353	+21338	+21290	+21352	+21358	+00024	
+00319	+21436	+21327	+21343	+21351	+21336	+21289	+21352	+21358	+00024	
+00320	+21436	+21328	+21345	+21354	+21337	+21290	+21352	+21359	+00025	
+00321	+21434	+21328	+21345	+21351	+21338	+21289	+21350	+21356	+00024	
+00322	+21436	+21328	+21345	+21352	+21336	+21291	+21352	+21358	+00025	
+00323	+21434	+21325	+21343	+21353	+21335	+21291	+21350	+21356	+00024	
+00324	+21434	+21328	+21344	+21352	+21335	+21292	+21353	+21359	+00025	
+00325	+21434	+21327	+21345	+21351	+21339	+21288	+21351	+21356	+00024	
+00326	+21436	+21329	+21345	+21354	+21336	+21290	+21353	+21358	+00025	
+00327	+21435	+21325	+21344	+21352	+21335	+21290	+21352	+21357	+00025	
+00328	+21435	+21328	+21343	+21352	+21337	+21290	+21351	+21356	+00025	
+00329	+21437	+21327	+21344	+21353	+21337	+21290	+21352	+21358	+00025	
+00330	+21435	+21326	+21344	+21352	+21338	+21289	+21353	+21357	+00025	
+00331	+21435	+21328	+21346	+21354	+21336	+21290	+21352	+21357	+00025	
+00332	+21434	+21327	+21342	+21352	+21335	+21288	+21351	+21355	+00025	
+00333	+21436	+21328	+21345	+21351	+21338	+21289	+21351	+21357	+00024	
+00334	+21435	+21324	+21343	+21351	+21337	+21289	+21351	+21358	+00025	
+00335	+21434	+21327	+21344	+21352	+21338	+21289	+21351	+21359	+00024	
+00336	+21434	+21327	+21344	+21352	+21336	+21287	+21351	+21358	+00025	
+00337	+21435	+21327	+21345	+21352	+21337	+21291	+21354	+21358	+00024	
+00338	+21436	+21326	+21343	+21353	+21337	+21289	+21352	+21359	+00024	
+00339	+21435	+21327	+21344	+21352	+21338	+21290	+21351	+21357	+00024	
+00340	+21436	+21326	+21344	+21350	+21337	+21291	+21352	+21358	+00025	
